TimeGenerated,Computer,EventID,Account,AccountType,LogonType,IpAddress,LogonProcessName,TargetLogonId,SubjectAccount,TargetAccount,TargetServerName,ProcessName,NewProcessName,CommandLine,WorkstationName
2026-07-20T17:12:26.0000000Z,NSH-ADMIN-WS031,4624,NORTHSTAR\k.abebe,User,3,10.42.37.180,Kerberos,0xB34B337,NORTHSTAR\k.abebe,NORTHSTAR\k.abebe,NSH-ADMIN-WS031,C:\Windows\System32\lsass.exe,,,NSH-ADMIN-WS031
2026-07-20T17:13:26.0000000Z,NSH-CLIN-WS011,4624,NORTHSTAR\h.nakamura,User,2,10.42.16.57,Kerberos,0x544CCB1,NORTHSTAR\h.nakamura,NORTHSTAR\h.nakamura,NSH-CLIN-WS011,C:\Windows\System32\lsass.exe,,,NSH-CLIN-WS011
2026-07-20T17:16:26.0000000Z,NSH-RSCH-WS042,4624,NORTHSTAR\m.lindqvist,User,3,10.42.13.117,Kerberos,0xC474E68,NORTHSTAR\m.lindqvist,NORTHSTAR\m.lindqvist,NSH-RSCH-WS042,C:\Windows\System32\lsass.exe,,,NSH-RSCH-WS042
2026-07-20T17:30:26.0000000Z,NSH-RSCH-WS042,4624,NORTHSTAR\m.lindqvist,User,2,10.42.27.10,Kerberos,0x7B96FDD,NORTHSTAR\m.lindqvist,NORTHSTAR\m.lindqvist,NSH-RSCH-WS042,C:\Windows\System32\lsass.exe,,,NSH-RSCH-WS042
2026-07-20T17:47:26.0000000Z,NSH-CLIN-WS011,4624,NORTHSTAR\d.whitfield,User,2,10.42.10.118,Kerberos,0xC48A38E,NORTHSTAR\d.whitfield,NORTHSTAR\d.whitfield,NSH-CLIN-WS011,C:\Windows\System32\lsass.exe,,,NSH-CLIN-WS011
2026-07-21T04:59:26.0000000Z,NSH-ADMIN-WS031,4624,NORTHSTAR\k.abebe,User,2,10.42.21.185,Kerberos,0x9892551,NORTHSTAR\k.abebe,NORTHSTAR\k.abebe,NSH-ADMIN-WS031,C:\Windows\System32\lsass.exe,,,NSH-ADMIN-WS031
2026-07-21T05:05:26.0000000Z,NSH-RSCH-WS041,4624,NORTHSTAR\t.silvestri,User,2,10.42.37.11,Kerberos,0x640B1B6,NORTHSTAR\t.silvestri,NORTHSTAR\t.silvestri,NSH-RSCH-WS041,C:\Windows\System32\lsass.exe,,,NSH-RSCH-WS041
2026-07-21T05:33:26.0000000Z,NSH-RSCH-WS042,4624,NORTHSTAR\s.tremblay,User,3,10.42.26.154,Kerberos,0xA6445C8,NORTHSTAR\s.tremblay,NORTHSTAR\s.tremblay,NSH-RSCH-WS042,C:\Windows\System32\lsass.exe,,,NSH-RSCH-WS042
2026-07-21T05:39:26.0000000Z,NSH-RSCH-WS041,4624,NORTHSTAR\h.nakamura,User,3,10.42.31.161,Kerberos,0x26CCD4D,NORTHSTAR\h.nakamura,NORTHSTAR\h.nakamura,NSH-RSCH-WS041,C:\Windows\System32\lsass.exe,,,NSH-RSCH-WS041
2026-07-21T06:34:26.0000000Z,NSH-RSCH-WS041,4624,NORTHSTAR\d.whitfield,User,3,10.42.29.6,Kerberos,0xE7B9EF3,NORTHSTAR\d.whitfield,NORTHSTAR\d.whitfield,NSH-RSCH-WS041,C:\Windows\System32\lsass.exe,,,NSH-RSCH-WS041
2026-07-21T07:13:26.0000000Z,NSH-ADMIN-WS032,4624,NORTHSTAR\p.deshmukh,User,3,10.42.15.196,Kerberos,0x41E322A,NORTHSTAR\p.deshmukh,NORTHSTAR\p.deshmukh,NSH-ADMIN-WS032,C:\Windows\System32\lsass.exe,,,NSH-ADMIN-WS032
2026-07-21T07:30:26.0000000Z,NSH-RSCH-WS041,4624,NORTHSTAR\l.moreau,User,3,10.42.39.106,Kerberos,0x422DA90,NORTHSTAR\l.moreau,NORTHSTAR\l.moreau,NSH-RSCH-WS041,C:\Windows\System32\lsass.exe,,,NSH-RSCH-WS041
2026-07-21T07:37:26.0000000Z,NSH-CLIN-WS011,4624,NORTHSTAR\p.deshmukh,User,3,10.42.10.103,Kerberos,0xDCF2D41,NORTHSTAR\p.deshmukh,NORTHSTAR\p.deshmukh,NSH-CLIN-WS011,C:\Windows\System32\lsass.exe,,,NSH-CLIN-WS011
2026-07-21T08:31:26.0000000Z,NSH-RSCH-WS041,4624,NORTHSTAR\t.silvestri,User,2,10.42.39.31,Kerberos,0xA12B316,NORTHSTAR\t.silvestri,NORTHSTAR\t.silvestri,NSH-RSCH-WS041,C:\Windows\System32\lsass.exe,,,NSH-RSCH-WS041
2026-07-21T08:51:26.0000000Z,NSH-ADMIN-WS031,4624,NORTHSTAR\p.deshmukh,User,10,10.42.29.22,Kerberos,0x292110A,NORTHSTAR\p.deshmukh,NORTHSTAR\p.deshmukh,NSH-ADMIN-WS031,C:\Windows\System32\lsass.exe,,,NSH-ADMIN-WS031
2026-07-21T09:06:26.0000000Z,NSH-RSCH-WS041,4624,NORTHSTAR\h.nakamura,User,2,10.42.14.74,Kerberos,0xB1A0C93,NORTHSTAR\h.nakamura,NORTHSTAR\h.nakamura,NSH-RSCH-WS041,C:\Windows\System32\lsass.exe,,,NSH-RSCH-WS041
2026-07-21T09:18:26.0000000Z,NSH-RSCH-WS042,4624,NORTHSTAR\m.lindqvist,User,10,10.42.35.7,Kerberos,0x6DBE4D6,NORTHSTAR\m.lindqvist,NORTHSTAR\m.lindqvist,NSH-RSCH-WS042,C:\Windows\System32\lsass.exe,,,NSH-RSCH-WS042
2026-07-21T09:40:26.0000000Z,NSH-RSCH-WS041,4624,NORTHSTAR\d.whitfield,User,3,10.42.19.49,Kerberos,0x714647E,NORTHSTAR\d.whitfield,NORTHSTAR\d.whitfield,NSH-RSCH-WS041,C:\Windows\System32\lsass.exe,,,NSH-RSCH-WS041
2026-07-21T09:43:26.0000000Z,NSH-ADMIN-WS031,4624,NORTHSTAR\p.deshmukh,User,10,10.42.22.57,Kerberos,0xE3398D8,NORTHSTAR\p.deshmukh,NORTHSTAR\p.deshmukh,NSH-ADMIN-WS031,C:\Windows\System32\lsass.exe,,,NSH-ADMIN-WS031
2026-07-21T10:44:26.0000000Z,NSH-CLIN-WS011,4624,NORTHSTAR\p.deshmukh,User,3,10.42.11.153,Kerberos,0x18E8374,NORTHSTAR\p.deshmukh,NORTHSTAR\p.deshmukh,NSH-CLIN-WS011,C:\Windows\System32\lsass.exe,,,NSH-CLIN-WS011
2026-07-21T11:46:26.0000000Z,NSH-RSCH-WS041,4624,NORTHSTAR\a.oyelaran,User,2,10.42.32.157,Kerberos,0x4978BD5,NORTHSTAR\a.oyelaran,NORTHSTAR\a.oyelaran,NSH-RSCH-WS041,C:\Windows\System32\lsass.exe,,,NSH-RSCH-WS041
2026-07-21T12:08:26.0000000Z,NSH-LAB-WS051,4624,NORTHSTAR\j.okafor,User,3,10.42.39.45,Kerberos,0x3B9AB0B,NORTHSTAR\j.okafor,NORTHSTAR\j.okafor,NSH-LAB-WS051,C:\Windows\System32\lsass.exe,,,NSH-LAB-WS051
2026-07-21T13:10:26.0000000Z,NSH-FILE-SRV02,4624,NORTHSTAR\m.lindqvist,User,10,10.42.16.228,Kerberos,0x60CF223,NORTHSTAR\m.lindqvist,NORTHSTAR\m.lindqvist,NSH-FILE-SRV02,C:\Windows\System32\lsass.exe,,,NSH-FILE-SRV02
2026-07-21T13:19:26.0000000Z,NSH-LAB-WS051,4624,NORTHSTAR\j.okafor,User,3,10.42.31.34,Kerberos,0x8F43C64,NORTHSTAR\j.okafor,NORTHSTAR\j.okafor,NSH-LAB-WS051,C:\Windows\System32\lsass.exe,,,NSH-LAB-WS051
2026-07-21T14:14:26.0000000Z,NSH-ADMIN-WS032,4624,NORTHSTAR\p.deshmukh,User,10,10.42.22.34,Kerberos,0xD932DFD,NORTHSTAR\p.deshmukh,NORTHSTAR\p.deshmukh,NSH-ADMIN-WS032,C:\Windows\System32\lsass.exe,,,NSH-ADMIN-WS032
2026-07-21T14:41:26.0000000Z,NSH-CLIN-WS012,4624,NORTHSTAR\s.tremblay,User,3,10.42.15.16,Kerberos,0x6CBBB2F,NORTHSTAR\s.tremblay,NORTHSTAR\s.tremblay,NSH-CLIN-WS012,C:\Windows\System32\lsass.exe,,,NSH-CLIN-WS012
2026-07-21T14:43:26.0000000Z,NSH-RSCH-WS041,4624,NORTHSTAR\d.whitfield,User,3,10.42.12.127,Kerberos,0xD6BC7C0,NORTHSTAR\d.whitfield,NORTHSTAR\d.whitfield,NSH-RSCH-WS041,C:\Windows\System32\lsass.exe,,,NSH-RSCH-WS041
2026-07-21T14:57:26.0000000Z,NSH-ADMIN-WS031,4624,NORTHSTAR\l.moreau,User,3,10.42.39.181,Kerberos,0x4C1A76F,NORTHSTAR\l.moreau,NORTHSTAR\l.moreau,NSH-ADMIN-WS031,C:\Windows\System32\lsass.exe,,,NSH-ADMIN-WS031
2026-07-21T14:59:26.0000000Z,NSH-RSCH-WS042,4624,NORTHSTAR\r.kaur,User,3,10.42.21.117,Kerberos,0x4851B02,NORTHSTAR\r.kaur,NORTHSTAR\r.kaur,NSH-RSCH-WS042,C:\Windows\System32\lsass.exe,,,NSH-RSCH-WS042
2026-07-21T15:06:26.0000000Z,NSH-RSCH-WS041,4624,NORTHSTAR\t.silvestri,User,3,10.42.12.63,Kerberos,0xD8B76E7,NORTHSTAR\t.silvestri,NORTHSTAR\t.silvestri,NSH-RSCH-WS041,C:\Windows\System32\lsass.exe,,,NSH-RSCH-WS041
2026-07-21T15:54:26.0000000Z,NSH-CLIN-WS012,4624,NORTHSTAR\s.tremblay,User,3,10.42.10.17,Kerberos,0x31B9F09,NORTHSTAR\s.tremblay,NORTHSTAR\s.tremblay,NSH-CLIN-WS012,C:\Windows\System32\lsass.exe,,,NSH-CLIN-WS012
2026-07-21T16:04:26.0000000Z,NSH-RSCH-SRV07,4624,NORTHSTAR\r.kaur,User,3,10.42.32.131,Kerberos,0xA8BBF8B,NORTHSTAR\r.kaur,NORTHSTAR\r.kaur,NSH-RSCH-SRV07,C:\Windows\System32\lsass.exe,,,NSH-RSCH-SRV07
2026-07-21T16:36:26.0000000Z,NSH-ADMIN-WS031,4624,NORTHSTAR\a.oyelaran,User,2,10.42.19.180,Kerberos,0x8F122C8,NORTHSTAR\a.oyelaran,NORTHSTAR\a.oyelaran,NSH-ADMIN-WS031,C:\Windows\System32\lsass.exe,,,NSH-ADMIN-WS031
2026-07-21T16:38:26.0000000Z,NSH-ADMIN-WS031,4624,NORTHSTAR\k.abebe,User,3,10.42.24.212,Kerberos,0xF38B901,NORTHSTAR\k.abebe,NORTHSTAR\k.abebe,NSH-ADMIN-WS031,C:\Windows\System32\lsass.exe,,,NSH-ADMIN-WS031
2026-07-21T17:08:26.0000000Z,NSH-RSCH-WS041,4624,NORTHSTAR\h.nakamura,User,10,10.42.30.186,Kerberos,0xCD108C0,NORTHSTAR\h.nakamura,NORTHSTAR\h.nakamura,NSH-RSCH-WS041,C:\Windows\System32\lsass.exe,,,NSH-RSCH-WS041
2026-07-21T17:20:26.0000000Z,NSH-RSCH-WS041,4624,NORTHSTAR\h.nakamura,User,2,10.42.39.143,Kerberos,0x95ECFC,NORTHSTAR\h.nakamura,NORTHSTAR\h.nakamura,NSH-RSCH-WS041,C:\Windows\System32\lsass.exe,,,NSH-RSCH-WS041
2026-07-21T17:43:26.0000000Z,NSH-RSCH-WS041,4624,NORTHSTAR\d.whitfield,User,3,10.42.22.134,Kerberos,0x88C70F1,NORTHSTAR\d.whitfield,NORTHSTAR\d.whitfield,NSH-RSCH-WS041,C:\Windows\System32\lsass.exe,,,NSH-RSCH-WS041
2026-07-21T17:47:26.0000000Z,NSH-RSCH-WS041,4624,NORTHSTAR\r.kaur,User,2,10.42.16.247,Kerberos,0xA7BE4BF,NORTHSTAR\r.kaur,NORTHSTAR\r.kaur,NSH-RSCH-WS041,C:\Windows\System32\lsass.exe,,,NSH-RSCH-WS041
2026-07-21T17:49:26.0000000Z,NSH-CLIN-WS011,4624,NORTHSTAR\h.nakamura,User,3,10.42.13.223,Kerberos,0xB5B72D2,NORTHSTAR\h.nakamura,NORTHSTAR\h.nakamura,NSH-CLIN-WS011,C:\Windows\System32\lsass.exe,,,NSH-CLIN-WS011
2026-07-22T05:15:26.0000000Z,NSH-RSCH-WS042,4624,NORTHSTAR\m.lindqvist,User,2,10.42.24.78,Kerberos,0x13BEEC5,NORTHSTAR\m.lindqvist,NORTHSTAR\m.lindqvist,NSH-RSCH-WS042,C:\Windows\System32\lsass.exe,,,NSH-RSCH-WS042
2026-07-22T06:46:26.0000000Z,NSH-ADMIN-WS031,4624,NORTHSTAR\p.deshmukh,User,3,10.42.26.83,Kerberos,0x9087DF2,NORTHSTAR\p.deshmukh,NORTHSTAR\p.deshmukh,NSH-ADMIN-WS031,C:\Windows\System32\lsass.exe,,,NSH-ADMIN-WS031
2026-07-22T06:47:26.0000000Z,NSH-CLIN-WS012,4624,NORTHSTAR\s.tremblay,User,2,10.42.40.238,Kerberos,0xACD11F2,NORTHSTAR\s.tremblay,NORTHSTAR\s.tremblay,NSH-CLIN-WS012,C:\Windows\System32\lsass.exe,,,NSH-CLIN-WS012
2026-07-22T07:12:26.0000000Z,NSH-RSCH-WS041,4624,NORTHSTAR\a.oyelaran,User,3,10.42.31.12,Kerberos,0x58019DC,NORTHSTAR\a.oyelaran,NORTHSTAR\a.oyelaran,NSH-RSCH-WS041,C:\Windows\System32\lsass.exe,,,NSH-RSCH-WS041
2026-07-22T07:13:26.0000000Z,NSH-RSCH-WS041,4624,NORTHSTAR\j.okafor,User,10,10.42.12.71,Kerberos,0xC87F0F7,NORTHSTAR\j.okafor,NORTHSTAR\j.okafor,NSH-RSCH-WS041,C:\Windows\System32\lsass.exe,,,NSH-RSCH-WS041
2026-07-22T07:19:26.0000000Z,NSH-CLIN-WS011,4624,NORTHSTAR\k.abebe,User,3,10.42.28.122,Kerberos,0x21F9694,NORTHSTAR\k.abebe,NORTHSTAR\k.abebe,NSH-CLIN-WS011,C:\Windows\System32\lsass.exe,,,NSH-CLIN-WS011
2026-07-22T07:47:26.0000000Z,NSH-ADMIN-WS032,4624,NORTHSTAR\p.deshmukh,User,2,10.42.21.154,Kerberos,0x3DC480A,NORTHSTAR\p.deshmukh,NORTHSTAR\p.deshmukh,NSH-ADMIN-WS032,C:\Windows\System32\lsass.exe,,,NSH-ADMIN-WS032
2026-07-22T08:13:26.0000000Z,NSH-RSCH-WS042,4624,NORTHSTAR\m.lindqvist,User,3,10.42.15.198,Kerberos,0x3108C19,NORTHSTAR\m.lindqvist,NORTHSTAR\m.lindqvist,NSH-RSCH-WS042,C:\Windows\System32\lsass.exe,,,NSH-RSCH-WS042
2026-07-22T08:35:26.0000000Z,NSH-RSCH-WS041,4624,NORTHSTAR\d.whitfield,User,3,10.42.16.146,Kerberos,0xA0C2E53,NORTHSTAR\d.whitfield,NORTHSTAR\d.whitfield,NSH-RSCH-WS041,C:\Windows\System32\lsass.exe,,,NSH-RSCH-WS041
2026-07-22T08:47:26.0000000Z,NSH-LAB-WS051,4624,NORTHSTAR\j.okafor,User,2,10.42.23.27,Kerberos,0x5F7DBA5,NORTHSTAR\j.okafor,NORTHSTAR\j.okafor,NSH-LAB-WS051,C:\Windows\System32\lsass.exe,,,NSH-LAB-WS051
2026-07-22T08:59:26.0000000Z,NSH-RSCH-WS041,4624,NORTHSTAR\h.nakamura,User,3,10.42.31.167,Kerberos,0x7DCACE7,NORTHSTAR\h.nakamura,NORTHSTAR\h.nakamura,NSH-RSCH-WS041,C:\Windows\System32\lsass.exe,,,NSH-RSCH-WS041
2026-07-22T09:12:26.0000000Z,NSH-CLIN-WS012,4624,NORTHSTAR\s.tremblay,User,10,10.42.39.250,Kerberos,0x566F14,NORTHSTAR\s.tremblay,NORTHSTAR\s.tremblay,NSH-CLIN-WS012,C:\Windows\System32\lsass.exe,,,NSH-CLIN-WS012
2026-07-22T09:16:26.0000000Z,NSH-RSCH-WS041,4624,NORTHSTAR\l.moreau,User,3,10.42.27.61,Kerberos,0xF00058B,NORTHSTAR\l.moreau,NORTHSTAR\l.moreau,NSH-RSCH-WS041,C:\Windows\System32\lsass.exe,,,NSH-RSCH-WS041
2026-07-22T09:42:26.0000000Z,NSH-RSCH-WS041,4624,NORTHSTAR\l.moreau,User,10,10.42.36.67,Kerberos,0xE0CB47D,NORTHSTAR\l.moreau,NORTHSTAR\l.moreau,NSH-RSCH-WS041,C:\Windows\System32\lsass.exe,,,NSH-RSCH-WS041
2026-07-22T09:59:26.0000000Z,NSH-ADMIN-WS032,4624,NORTHSTAR\p.deshmukh,User,3,10.42.24.35,Kerberos,0x1F61A17,NORTHSTAR\p.deshmukh,NORTHSTAR\p.deshmukh,NSH-ADMIN-WS032,C:\Windows\System32\lsass.exe,,,NSH-ADMIN-WS032
2026-07-22T10:05:26.0000000Z,NSH-RSCH-WS042,4624,NORTHSTAR\r.kaur,User,3,10.42.37.181,Kerberos,0x391169E,NORTHSTAR\r.kaur,NORTHSTAR\r.kaur,NSH-RSCH-WS042,C:\Windows\System32\lsass.exe,,,NSH-RSCH-WS042
2026-07-22T10:16:26.0000000Z,NSH-CLIN-WS011,4624,NORTHSTAR\p.deshmukh,User,10,10.42.27.55,Kerberos,0x25F1AF5,NORTHSTAR\p.deshmukh,NORTHSTAR\p.deshmukh,NSH-CLIN-WS011,C:\Windows\System32\lsass.exe,,,NSH-CLIN-WS011
2026-07-22T10:37:26.0000000Z,NSH-RSCH-WS042,4624,NORTHSTAR\r.kaur,User,3,10.42.12.116,Kerberos,0x8FF9068,NORTHSTAR\r.kaur,NORTHSTAR\r.kaur,NSH-RSCH-WS042,C:\Windows\System32\lsass.exe,,,NSH-RSCH-WS042
2026-07-22T10:57:26.0000000Z,NSH-RSCH-WS041,4624,NORTHSTAR\d.whitfield,User,3,10.42.12.61,Kerberos,0xFB77D8F,NORTHSTAR\d.whitfield,NORTHSTAR\d.whitfield,NSH-RSCH-WS041,C:\Windows\System32\lsass.exe,,,NSH-RSCH-WS041
2026-07-22T10:59:26.0000000Z,NSH-ADMIN-WS031,4624,NORTHSTAR\l.moreau,User,3,10.42.25.94,Kerberos,0x4045A8B,NORTHSTAR\l.moreau,NORTHSTAR\l.moreau,NSH-ADMIN-WS031,C:\Windows\System32\lsass.exe,,,NSH-ADMIN-WS031
2026-07-22T11:21:26.0000000Z,NSH-CLIN-WS011,4624,NORTHSTAR\d.whitfield,User,3,10.42.38.180,Kerberos,0x3804742,NORTHSTAR\d.whitfield,NORTHSTAR\d.whitfield,NSH-CLIN-WS011,C:\Windows\System32\lsass.exe,,,NSH-CLIN-WS011
2026-07-22T11:36:26.0000000Z,NSH-LAB-WS051,4624,NORTHSTAR\j.okafor,User,3,10.42.12.165,Kerberos,0xC8F81B7,NORTHSTAR\j.okafor,NORTHSTAR\j.okafor,NSH-LAB-WS051,C:\Windows\System32\lsass.exe,,,NSH-LAB-WS051
2026-07-22T11:47:26.0000000Z,NSH-RSCH-WS042,4624,NORTHSTAR\r.kaur,User,10,10.42.25.155,Kerberos,0x444EDD3,NORTHSTAR\r.kaur,NORTHSTAR\r.kaur,NSH-RSCH-WS042,C:\Windows\System32\lsass.exe,,,NSH-RSCH-WS042
2026-07-22T11:56:26.0000000Z,NSH-FILE-SRV02,4624,NORTHSTAR\m.lindqvist,User,3,10.42.38.106,Kerberos,0x6E24F24,NORTHSTAR\m.lindqvist,NORTHSTAR\m.lindqvist,NSH-FILE-SRV02,C:\Windows\System32\lsass.exe,,,NSH-FILE-SRV02
2026-07-22T12:12:26.0000000Z,NSH-RSCH-SRV07,4624,NORTHSTAR\r.kaur,User,3,10.42.22.143,Kerberos,0xB7640F,NORTHSTAR\r.kaur,NORTHSTAR\r.kaur,NSH-RSCH-SRV07,C:\Windows\System32\lsass.exe,,,NSH-RSCH-SRV07
2026-07-22T12:43:26.0000000Z,NSH-FILE-SRV02,4624,NORTHSTAR\m.lindqvist,User,10,10.42.19.126,Kerberos,0x8523359,NORTHSTAR\m.lindqvist,NORTHSTAR\m.lindqvist,NSH-FILE-SRV02,C:\Windows\System32\lsass.exe,,,NSH-FILE-SRV02
2026-07-22T12:43:26.0000000Z,NSH-RSCH-WS042,4624,NORTHSTAR\s.tremblay,User,3,10.42.29.100,Kerberos,0x91E1761,NORTHSTAR\s.tremblay,NORTHSTAR\s.tremblay,NSH-RSCH-WS042,C:\Windows\System32\lsass.exe,,,NSH-RSCH-WS042
2026-07-22T13:14:26.0000000Z,NSH-RSCH-SRV07,4624,NORTHSTAR\r.kaur,User,3,10.42.31.188,Kerberos,0xD7D25C8,NORTHSTAR\r.kaur,NORTHSTAR\r.kaur,NSH-RSCH-SRV07,C:\Windows\System32\lsass.exe,,,NSH-RSCH-SRV07
2026-07-22T13:18:26.0000000Z,NSH-RSCH-WS041,4624,NORTHSTAR\h.nakamura,User,3,10.42.12.4,Kerberos,0x2A7299E,NORTHSTAR\h.nakamura,NORTHSTAR\h.nakamura,NSH-RSCH-WS041,C:\Windows\System32\lsass.exe,,,NSH-RSCH-WS041
2026-07-22T13:34:26.0000000Z,NSH-RSCH-WS041,4624,NORTHSTAR\r.kaur,User,3,10.42.22.164,Kerberos,0x87E5495,NORTHSTAR\r.kaur,NORTHSTAR\r.kaur,NSH-RSCH-WS041,C:\Windows\System32\lsass.exe,,,NSH-RSCH-WS041
2026-07-22T14:18:26.0000000Z,NSH-RSCH-WS041,4624,NORTHSTAR\l.moreau,User,3,10.42.23.219,Kerberos,0x9700D04,NORTHSTAR\l.moreau,NORTHSTAR\l.moreau,NSH-RSCH-WS041,C:\Windows\System32\lsass.exe,,,NSH-RSCH-WS041
2026-07-22T14:29:26.0000000Z,NSH-CLIN-WS012,4624,NORTHSTAR\s.tremblay,User,2,10.42.19.180,Kerberos,0x8F1DD79,NORTHSTAR\s.tremblay,NORTHSTAR\s.tremblay,NSH-CLIN-WS012,C:\Windows\System32\lsass.exe,,,NSH-CLIN-WS012
2026-07-22T14:38:26.0000000Z,NSH-FILE-SRV02,4624,NORTHSTAR\m.lindqvist,User,3,10.42.20.200,Kerberos,0x84F9011,NORTHSTAR\m.lindqvist,NORTHSTAR\m.lindqvist,NSH-FILE-SRV02,C:\Windows\System32\lsass.exe,,,NSH-FILE-SRV02
2026-07-22T14:52:26.0000000Z,NSH-RSCH-WS041,4624,NORTHSTAR\h.nakamura,User,3,10.42.20.203,Kerberos,0xE0A4507,NORTHSTAR\h.nakamura,NORTHSTAR\h.nakamura,NSH-RSCH-WS041,C:\Windows\System32\lsass.exe,,,NSH-RSCH-WS041
2026-07-22T15:48:26.0000000Z,NSH-RSCH-WS042,4624,NORTHSTAR\t.silvestri,User,3,10.42.13.87,Kerberos,0x95B2871,NORTHSTAR\t.silvestri,NORTHSTAR\t.silvestri,NSH-RSCH-WS042,C:\Windows\System32\lsass.exe,,,NSH-RSCH-WS042
2026-07-22T16:08:26.0000000Z,NSH-CLIN-WS011,4624,NORTHSTAR\d.whitfield,User,10,10.42.22.44,Kerberos,0xCC6828D,NORTHSTAR\d.whitfield,NORTHSTAR\d.whitfield,NSH-CLIN-WS011,C:\Windows\System32\lsass.exe,,,NSH-CLIN-WS011
2026-07-22T16:22:26.0000000Z,NSH-RSCH-WS041,4624,NORTHSTAR\l.moreau,User,2,10.42.33.14,Kerberos,0xF12EB44,NORTHSTAR\l.moreau,NORTHSTAR\l.moreau,NSH-RSCH-WS041,C:\Windows\System32\lsass.exe,,,NSH-RSCH-WS041
2026-07-22T16:29:26.0000000Z,NSH-CLIN-WS011,4624,NORTHSTAR\k.abebe,User,3,10.42.21.157,Kerberos,0x3494ED4,NORTHSTAR\k.abebe,NORTHSTAR\k.abebe,NSH-CLIN-WS011,C:\Windows\System32\lsass.exe,,,NSH-CLIN-WS011
2026-07-22T16:34:26.0000000Z,NSH-RSCH-WS041,4624,NORTHSTAR\t.silvestri,User,3,10.42.25.88,Kerberos,0x4D761EC,NORTHSTAR\t.silvestri,NORTHSTAR\t.silvestri,NSH-RSCH-WS041,C:\Windows\System32\lsass.exe,,,NSH-RSCH-WS041
2026-07-22T16:44:26.0000000Z,NSH-ADMIN-WS031,4624,NORTHSTAR\a.oyelaran,User,3,10.42.25.73,Kerberos,0xCA2DBF1,NORTHSTAR\a.oyelaran,NORTHSTAR\a.oyelaran,NSH-ADMIN-WS031,C:\Windows\System32\lsass.exe,,,NSH-ADMIN-WS031
2026-07-22T17:01:26.0000000Z,NSH-CLIN-WS011,4624,NORTHSTAR\p.deshmukh,User,3,10.42.28.92,Kerberos,0x51DBC12,NORTHSTAR\p.deshmukh,NORTHSTAR\p.deshmukh,NSH-CLIN-WS011,C:\Windows\System32\lsass.exe,,,NSH-CLIN-WS011
2026-07-22T17:28:26.0000000Z,NSH-RSCH-WS041,4624,NORTHSTAR\a.oyelaran,User,3,10.42.18.56,Kerberos,0x24AAF57,NORTHSTAR\a.oyelaran,NORTHSTAR\a.oyelaran,NSH-RSCH-WS041,C:\Windows\System32\lsass.exe,,,NSH-RSCH-WS041
2026-07-22T17:39:26.0000000Z,NSH-LAB-WS051,4624,NORTHSTAR\j.okafor,User,10,10.42.14.234,Kerberos,0xE01D860,NORTHSTAR\j.okafor,NORTHSTAR\j.okafor,NSH-LAB-WS051,C:\Windows\System32\lsass.exe,,,NSH-LAB-WS051
2026-07-22T17:39:26.0000000Z,NSH-FILE-SRV02,4624,NORTHSTAR\m.lindqvist,User,3,10.42.29.30,Kerberos,0x57FC4FB,NORTHSTAR\m.lindqvist,NORTHSTAR\m.lindqvist,NSH-FILE-SRV02,C:\Windows\System32\lsass.exe,,,NSH-FILE-SRV02
2026-07-23T05:03:26.0000000Z,NSH-CLIN-WS011,4624,NORTHSTAR\p.deshmukh,User,10,10.42.11.171,Kerberos,0x5659637,NORTHSTAR\p.deshmukh,NORTHSTAR\p.deshmukh,NSH-CLIN-WS011,C:\Windows\System32\lsass.exe,,,NSH-CLIN-WS011
2026-07-23T05:03:26.0000000Z,NSH-ADMIN-WS031,4624,NORTHSTAR\k.abebe,User,2,10.42.21.31,Kerberos,0x1474F5B,NORTHSTAR\k.abebe,NORTHSTAR\k.abebe,NSH-ADMIN-WS031,C:\Windows\System32\lsass.exe,,,NSH-ADMIN-WS031
2026-07-23T05:55:26.0000000Z,NSH-RSCH-WS042,4624,NORTHSTAR\t.silvestri,User,3,10.42.25.41,Kerberos,0xF792CA,NORTHSTAR\t.silvestri,NORTHSTAR\t.silvestri,NSH-RSCH-WS042,C:\Windows\System32\lsass.exe,,,NSH-RSCH-WS042
2026-07-23T06:24:26.0000000Z,NSH-CLIN-WS011,4624,NORTHSTAR\p.deshmukh,User,3,10.42.32.48,Kerberos,0xDCD6174,NORTHSTAR\p.deshmukh,NORTHSTAR\p.deshmukh,NSH-CLIN-WS011,C:\Windows\System32\lsass.exe,,,NSH-CLIN-WS011
2026-07-23T07:09:26.0000000Z,NSH-CLIN-WS011,4624,NORTHSTAR\d.whitfield,User,2,10.42.12.91,Kerberos,0x2170A7A,NORTHSTAR\d.whitfield,NORTHSTAR\d.whitfield,NSH-CLIN-WS011,C:\Windows\System32\lsass.exe,,,NSH-CLIN-WS011
2026-07-23T07:17:26.0000000Z,NSH-FILE-SRV02,4624,NORTHSTAR\m.lindqvist,User,10,10.42.21.136,Kerberos,0x67EC27C,NORTHSTAR\m.lindqvist,NORTHSTAR\m.lindqvist,NSH-FILE-SRV02,C:\Windows\System32\lsass.exe,,,NSH-FILE-SRV02
